sample_id,sensor_id,x_m,y_m,z_m,theta_deg,phi_deg,frequency_hz,polarization,e_real,e_imag,source_config,carrier_model,working_state,cst_project,monitor_name
L1_short_dipole_z_1p2G,24,-1.7916428128104942,3.1032163808033926,12.496402047198146,16.000000000000004,119.99999999999999,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,24,-1.7916428128104942,3.1032163808033926,12.496402047198146,16.000000000000004,119.99999999999999,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,24,-1.7916428128104942,3.1032163808033926,12.496402047198146,16.000000000000004,119.99999999999999,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,25,-2.74495604161507,2.303291602117052,12.496402047198146,16.000000000000004,140.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,25,-2.74495604161507,2.303291602117052,12.496402047198146,16.000000000000004,140.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,25,-2.74495604161507,2.303291602117052,12.496402047198146,16.000000000000004,140.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,26,-3.367187060564261,1.2255558632517,12.496402047198146,16.000000000000004,160.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,26,-3.367187060564261,1.2255558632517,12.496402047198146,16.000000000000004,160.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,26,-3.367187060564261,1.2255558632517,12.496402047198146,16.000000000000004,160.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,27,-3.5832856256209897,4.388259271847466e-16,12.496402047198146,16.000000000000004,180.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,27,-3.5832856256209897,4.388259271847466e-16,12.496402047198146,16.000000000000004,180.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,27,-3.5832856256209897,4.388259271847466e-16,12.496402047198146,16.000000000000004,180.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,28,-3.3671870605642615,-1.2255558632516992,12.496402047198146,16.000000000000004,200.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,28,-3.3671870605642615,-1.2255558632516992,12.496402047198146,16.000000000000004,200.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,28,-3.3671870605642615,-1.2255558632516992,12.496402047198146,16.000000000000004,200.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,29,-2.74495604161507,-2.3032916021170515,12.496402047198146,16.000000000000004,220.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,29,-2.74495604161507,-2.3032916021170515,12.496402047198146,16.000000000000004,220.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,29,-2.74495604161507,-2.3032916021170515,12.496402047198146,16.000000000000004,220.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,30,-1.7916428128104964,-3.103216380803392,12.496402047198146,16.000000000000004,239.99999999999997,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,30,-1.7916428128104964,-3.103216380803392,12.496402047198146,16.000000000000004,239.99999999999997,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,30,-1.7916428128104964,-3.103216380803392,12.496402047198146,16.000000000000004,239.99999999999997,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,31,-0.6222310189491913,-3.528847465368751,12.496402047198146,16.000000000000004,260.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,31,-0.6222310189491913,-3.528847465368751,12.496402047198146,16.000000000000004,260.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,31,-0.6222310189491913,-3.528847465368751,12.496402047198146,16.000000000000004,260.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,32,0.62223101894919,-3.528847465368752,12.496402047198146,16.000000000000004,280.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,32,0.62223101894919,-3.528847465368752,12.496402047198146,16.000000000000004,280.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,32,0.62223101894919,-3.528847465368752,12.496402047198146,16.000000000000004,280.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,33,1.7916428128104953,-3.103216380803392,12.496402047198146,16.000000000000004,300.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,33,1.7916428128104953,-3.103216380803392,12.496402047198146,16.000000000000004,300.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,33,1.7916428128104953,-3.103216380803392,12.496402047198146,16.000000000000004,300.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,34,2.7449560416150693,-2.3032916021170524,12.496402047198146,16.000000000000004,320.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
